Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_10,EMA_50,RSI,MACD,EMA_12,MACD_Signal,BB_Mid,BB_Upper,BB_Lower,L14,H14,%K,%D
2010-09-08,1.3933329582214355,1.3966670036315918,1.3733329772949219,1.3773330450057983,4326000,1.3513332843780517,1.3222399759292602,1.3560724497768974,1.3610348507276364,67.14967318379452,0.013624185921164322,0.013624185921164322,-0.0017669139007793979,1.301466590166092,1.435001602925678,1.167931577406506,1.222000002861023,1.4199999570846558,86.53181564218902,84.1749230156666
2010-09-09,1.380666971206665,1.4033329486846924,1.3793330192565918,1.399999976158142,5643000,1.3567332863807677,1.317999975681305,1.3605441809459462,1.3618047378052454,65.04700164800053,0.015075431205487044,0.015075431205487044,0.0016015551204738908,1.3108332872390747,1.4385873531480144,1.1830792213301349,1.2339999675750732,1.4199999570846558,78.85323220625003,79.93189473648273
2010-09-10,1.3446669578552246,1.3953330516815186,1.3173329830169678,1.3833329677581787,5799000,1.3595332860946656,1.3131199741363526,1.3576574131112695,1.3611326680032838,58.09384917076301,0.01316885101895271,0.01316885101895271,0.003915014300169655,1.3193999826908112,1.430182717166619,1.2086172482150033,1.237333059310913,1.4199999570846558,58.75935916821606,74.71480233888504
2010-09-13,1.3813329935073853,1.3933329582214355,1.3666670322418213,1.3926670551300049,5412000,1.366333281993866,1.311466634273529,1.3619620640923813,1.3619248376308957,54.81235197907207,0.014449945158234057,0.014449945158234057,0.006022000471782536,1.327399981021881,1.4312566010802352,1.223543360963527,1.237333059310913,1.4199999570846558,78.83198102747401,72.1481908006467
2010-09-14,1.4079999923706055,1.440000057220459,1.3686670064926147,1.369333028793335,9820500,1.3746665835380554,1.3140266346931457,1.3703325965066038,1.3637317064442176,67.1428325103648,0.017416261613617534,0.017416261613617534,0.008300852700149536,1.3351999819278717,1.4386446926042882,1.2317552712514552,1.237333059310913,1.440000057220459,84.21052012418137,73.93395343995714
2010-09-15,1.4653329849243164,1.4666670560836792,1.3860000371932983,1.3986669778823853,10269000,1.3913331866264342,1.3218532943725585,1.3876053944007332,1.3677160703061821,68.05547578949003,0.024115394862278317,0.024115394862278317,0.011463761132575294,1.3446332812309265,1.459393979106766,1.229872583355087,1.2886669635772705,1.4666670560836792,99.2505222100855,87.43100778724697
2010-09-16,1.3960000276565552,1.5440000295639038,1.3893330097198486,1.476667046546936,40267500,1.3945998907089234,1.3287066340446472,1.3891316913563372,1.3688252451042362,58.94734690958137,0.02355835002021367,0.02355835002021367,0.01388267891010297,1.3518666326999664,1.459906349383336,1.243826916016597,1.2886669635772705,1.5440000295639038,42.03649208712496,75.16584480713061
2010-09-17,1.348667025566101,1.4213329553604126,1.3200000524520874,1.401332974433899,17977500,1.3890665888786315,1.3323999738693237,1.3817744793944762,1.368034726690976,53.62524849946319,0.019077595632232658,0.019077595632232658,0.014921662254528909,1.35666663646698,1.454165480259782,1.2591677926741778,1.2886669635772705,1.5440000295639038,23.498743398934305,54.928585898714935
2010-09-20,1.4040000438690186,1.4233330488204956,1.343999981880188,1.378000020980835,14212500,1.3891332983970641,1.3372799754142761,1.3858154911171203,1.3694451312861935,57.46550244911072,0.019763654530403407,0.019763654530403407,0.01589006070970381,1.3631999909877777,1.4545015398017205,1.2718984421738349,1.2886669635772705,1.5440000295639038,45.16966098616688,36.90163215740872
2010-09-21,1.3846670389175415,1.4366669654846191,1.378000020980835,1.3926670551300049,11940000,1.390666699409485,1.3422399759292603,1.3856066816262878,1.370042068840364,58.195728847648624,0.01853370421767986,0.01853370421767986,0.01641878941129902,1.365333342552185,1.456543039577797,1.274123645526573,1.3066669702529907,1.5440000295639038,32.86523541685293,33.84454660065137
